Year,Value
2021/22,99.1873
2020/21,98.9415
2019/20,99.6251
2018/19,99.5498
2017/18,99.7725
2016/17,99.4686
2015/16,99.4207
2014/15,99.6482
2013/14,99.3192
2012/13,99.3387
2011/12,99.3659
2010/11,99.6988
